UserID;Dataset;Question;AudioData;Answer;Timestamp;Decision time;Playback count;Tracked time
626;The maturity of baby sounds – Part 3;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_2/0954800026.wav;Junk;2019-01-26 00:18:28+00:00;5730;2;0:00:22
626;The maturity of baby sounds – Part 3;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_2/0844843553.wav;Junk;2019-01-26 00:18:32+00:00;2442;1;0:00:03.776094
626;The maturity of baby sounds – Part 3;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_2/0169593926.wav;Non-canonical;2019-01-26 00:18:38+00:00;4499;2;0:00:05.810566
626;The maturity of baby sounds – Part 3;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_2/0183180773.wav;Junk;2019-01-26 00:18:43+00:00;2357;1;0:00:03.680214
626;The maturity of baby sounds – Part 3;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_2/0353250824.wav;Junk;2019-01-26 00:18:48+00:00;3121;1;0:00:04.443741
626;The maturity of baby sounds – Part 3;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_2/0470279363.wav;Canonical;2019-01-26 00:18:53+00:00;3453;1;0:00:04.928757
626;The maturity of baby sounds – Part 3;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_2/0748785837.wav;Canonical;2019-01-26 00:18:58+00:00;2898;1;0:00:04.214151
626;The maturity of baby sounds – Part 3;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_2/0502278468.wav;Non-canonical;2019-01-26 00:19:05+00:00;4613;1;0:00:06.297291
626;The maturity of baby sounds – Part 3;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_2/0744370638.wav;Non-canonical;2019-01-26 00:19:12+00:00;5619;2;0:00:07.196481
626;The maturity of baby sounds – Part 3;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_2/0223919448.wav;Non-canonical;2019-01-26 00:19:17+00:00;3158;2;0:00:04.435718
626;The maturity of baby sounds – Part 3;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_2/0673894234.wav;Non-canonical;2019-01-26 00:19:26+00:00;6448;1;0:00:08.509677
626;The maturity of baby sounds – Part 3;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_2/0872591471.wav;Canonical;2019-01-26 00:19:35+00:00;7367;2;0:00:08.916095
