User ID;Dataset Name;Dataset ID;Task Name;Task ID;Media File;Media Duration;Answer;Timestamp;Decision Time;Playback Count;Bad File?
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0850620871.wav;0.4;Junk;2019-07-08 13:52:10+00:00;5318;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0846064121.wav;0.23;Non-canonical;2019-07-08 13:52:16+00:00;3855;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0020397790.wav;0.4;Non-canonical;2019-07-08 13:52:22+00:00;4206;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0327408495.wav;0.4;Non-canonical;2019-07-08 13:52:30+00:00;5922;4;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0603403127.wav;0.15;Junk;2019-07-08 13:52:35+00:00;3580;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0083138559.wav;0.18;Junk;2019-07-08 13:52:41+00:00;4388;3;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0866025167.wav;0.4;Non-canonical;2019-07-08 13:53:21+00:00;37620;4;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0389496561.wav;0.4;Canonical;2019-07-08 13:53:25+00:00;2303;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0730929379.wav;0.4;Non-canonical;2019-07-08 13:53:30+00:00;3159;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0217430669.wav;0.4;Non-canonical;2019-07-08 13:53:35+00:00;3638;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0654506684.wav;0.4;Junk;2019-07-08 13:53:41+00:00;2607;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0708667601.wav;0.4;Junk;2019-07-08 13:53:44+00:00;2078;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0250471747.wav;0.26;Non-canonical;2019-07-08 13:53:50+00:00;3882;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0095038631.wav;0.15;Junk;2019-07-08 13:53:55+00:00;3536;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0956672322.wav;0.4;Junk;2019-07-08 13:54:00+00:00;3518;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0544790471.wav;0.4;Non-canonical;2019-07-08 13:54:08+00:00;5270;4;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0461838673.wav;0.35;Junk;2019-07-08 13:54:11+00:00;1792;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0679644627.wav;0.3;Non-canonical;2019-07-08 13:54:15+00:00;2306;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0607261232.wav;0.4;Non-canonical;2019-07-08 13:54:19+00:00;2320;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0294993130.wav;0.4;Junk;2019-07-08 13:54:25+00:00;3942;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0515585595.wav;0.4;Junk;2019-07-08 13:54:29+00:00;1739;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0131615814.wav;0.31;Non-canonical;2019-07-08 13:54:37+00:00;5705;4;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0622451729.wav;0.45;Junk;2019-07-08 13:54:48+00:00;8607;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0719626489.wav;0.4;Non-canonical;2019-07-08 13:55:09+00:00;19633;3;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0414673730.wav;0.4;Crying;2019-07-08 13:55:13+00:00;2352;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0779526574.wav;0.31;Canonical;2019-07-08 13:55:20+00:00;5119;3;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0074933487.wav;0.4;Non-canonical;2019-07-08 13:55:26+00:00;3908;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0455470316.wav;0.4;Non-canonical;2019-07-08 13:55:33+00:00;4859;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0784534462.wav;0.4;Crying;2019-07-08 13:55:37+00:00;2736;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0937098909.wav;0.4;Junk;2019-07-08 13:55:40+00:00;1631;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0973604361.wav;0.34;Non-canonical;2019-07-08 13:56:45+00:00;61443;4;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0195436377.wav;0.2;Junk;2019-07-08 13:56:50+00:00;3910;3;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0662469226.wav;0.15;Junk;2019-07-08 13:56:54+00:00;1664;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0075862487.wav;0.4;Junk;2019-07-08 13:56:58+00:00;2234;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0251247160.wav;0.22;Junk;2019-07-08 13:57:02+00:00;2132;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0744327222.wav;0.4;Junk;2019-07-08 13:57:05+00:00;1566;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0752795848.wav;0.19;Junk;2019-07-08 13:57:10+00:00;2942;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0490806255.wav;0.4;Junk;2019-07-08 13:57:22+00:00;10645;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0926083406.wav;0.4;Non-canonical;2019-07-08 13:57:26+00:00;1820;1;False
