User ID;Dataset Name;Dataset ID;Task Name;Task ID;Media File;Media Duration;Answer;Timestamp;Decision Time;Playback Count;Bad File?
93;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0090391607.wav;0.2;Laughing;2019-03-15 12:49:51+00:00;24837;3;False
93;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0959670875.wav;0.2;Laughing;2019-03-15 12:49:54+00:00;1651;1;False
93;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0872591471.wav;0.4;Crying;2019-03-15 12:49:59+00:00;4116;2;False
93;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0027791725.wav;0.2;Crying;2019-03-15 12:50:03+00:00;2756;1;False
93;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0814180753.wav;0.22;;2019-03-15 12:50:13+00:00;8793;5;True
93;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0213088696.wav;0.4;Crying;2019-03-15 12:50:32+00:00;2697;1;False
93;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0015079137.wav;0.4;Laughing;2019-03-15 12:50:36+00:00;3001;2;False
93;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0534373568.wav;0.4;Non-canonical;2019-03-15 12:50:42+00:00;4655;1;False
93;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0073066136.wav;0.25;Crying;2019-03-15 12:50:47+00:00;2989;2;False
93;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0667780274.wav;0.4;Crying;2019-03-15 12:50:51+00:00;2968;2;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0979098614.wav;0.4;Non-canonical;2019-03-15 14:56:21+00:00;6995;2;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0059648431.wav;0.23;Non-canonical;2019-03-15 14:56:32+00:00;8706;2;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0029210749.wav;0.4;Canonical;2019-03-15 14:56:38+00:00;4593;1;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0193120038.wav;0.4;Laughing;2019-03-15 14:56:50+00:00;9579;2;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0146378875.wav;0.4;Laughing;2019-03-15 14:56:56+00:00;4097;1;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0691204764.wav;0.25;Crying;2019-03-15 14:57:03+00:00;5606;2;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0289377090.wav;0.4;Junk;2019-03-15 14:58:50+00:00;104393;3;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0433028308.wav;0.4;Canonical;2019-03-15 14:58:57+00:00;4762;2;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0193075775.wav;0.25;Non-canonical;2019-03-15 14:59:07+00:00;7726;2;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0293643548.wav;0.4;Non-canonical;2019-03-15 14:59:15+00:00;5574;2;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0172014759.wav;0.4;Canonical;2019-03-15 14:59:27+00:00;7439;2;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0823389716.wav;0.4;Junk;2019-03-15 14:59:37+00:00;7849;2;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0068510920.wav;0.41;Junk;2019-03-15 14:59:45+00:00;5464;2;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0306413764.wav;0.4;Crying;2019-03-15 14:59:50+00:00;3204;1;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0069625608.wav;0.4;Junk;2019-03-15 14:59:57+00:00;4872;2;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0021551279.wav;0.4;Crying;2019-03-15 15:00:03+00:00;3537;1;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0923086358.wav;0.4;Non-canonical;2019-03-15 15:00:09+00:00;3606;1;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0225641018.wav;0.4;Junk;2019-03-15 15:00:17+00:00;5613;2;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0576027442.wav;0.45;Non-canonical;2019-03-15 15:00:23+00:00;3773;2;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0088051705.wav;0.4;Non-canonical;2019-03-15 15:00:28+00:00;3285;1;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0744932674.wav;0.21;Non-canonical;2019-03-15 15:00:38+00:00;7464;2;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0470239115.wav;0.23;Canonical;2019-03-15 15:00:43+00:00;3187;1;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0377735885.wav;0.4;Laughing;2019-03-15 15:00:48+00:00;3029;1;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0337449721.wav;0.4;Crying;2019-03-15 15:00:53+00:00;2486;1;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0596457200.wav;0.45;Non-canonical;2019-03-15 15:01:00+00:00;4399;1;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0254031895.wav;0.2;Canonical;2019-03-15 15:01:04+00:00;2848;1;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0136231720.wav;0.4;Non-canonical;2019-03-15 15:01:12+00:00;5374;1;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0949877028.wav;0.26;Junk;2019-03-15 15:01:16+00:00;2374;1;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0666579789.wav;0.4;Non-canonical;2019-03-15 15:01:20+00:00;2681;1;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0031849957.wav;0.4;Canonical;2019-03-15 15:01:25+00:00;2959;1;False
631;the-maturity-of-baby-sounds-part-6;149;please-classify-this-sound-6;224;0424148423.wav;0.4;Canonical;2019-03-15 15:01:30+00:00;2529;1;False
