UserID;Dataset;Question;AudioData;Answer;Timestamp;Decision time;Playback count;Tracked time
516;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0090391607.wav;Junk;2019-01-27 20:34:47+00:00;8001;8;0:00:11.032674
516;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0959670875.wav;Laughing;2019-01-27 20:34:51+00:00;3097;2;0:00:04.262320
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0090391607.wav;Canonical;2019-01-28 21:02:32+00:00;4255;2;0:00:08.415977
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0959670875.wav;Non-canonical;2019-01-28 21:02:42+00:00;7308;3;0:00:08.961686
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0146566044.wav;Non-canonical;2019-01-28 21:02:46+00:00;2459;1;0:00:03.973400
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0296065045.wav;Non-canonical;2019-01-28 21:02:55+00:00;7488;3;0:00:09.178127
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0882264684.wav;Non-canonical;2019-01-28 21:03:19+00:00;22408;2;0:00:22
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0213088696.wav;Crying;2019-01-28 21:03:23+00:00;2102;1;0:00:03.675379
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0193120038.wav;Crying;2019-01-28 21:03:30+00:00;5189;2;0:00:06.966864
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0146378875.wav;Non-canonical;2019-01-28 21:03:41+00:00;9079;3;0:00:10.865758
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0691204764.wav;Crying;2019-01-28 21:03:44+00:00;1822;1;0:00:03.268688
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0023145881.wav;Non-canonical;2019-01-28 21:03:49+00:00;2555;1;0:00:04.119942
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0351094685.wav;Non-canonical;2019-01-28 21:04:00+00:00;6990;2;0:00:10.996333
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0193075775.wav;Non-canonical;2019-01-28 21:04:07+00:00;5427;2;0:00:07.085195
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0717741284.wav;Non-canonical;2019-01-28 21:04:10+00:00;1954;1;0:00:03.305016
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0172014759.wav;Canonical;2019-01-28 21:04:18+00:00;5320;2;0:00:07.119001
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0823389716.wav;Junk;2019-01-28 21:04:28+00:00;8769;4;0:00:10.557745
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0306413764.wav;Crying;2019-01-28 21:04:32+00:00;2313;1;0:00:03.816023
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0181866046.wav;Canonical;2019-01-28 21:04:41+00:00;7411;2;0:00:09.116600
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0555585626.wav;Crying;2019-01-28 21:04:45+00:00;2078;1;0:00:03.512252
518;The maturity of baby sounds – Part 4;Please classify this sound:;/media/ihearu-play-team/BabyBabbles_3/0751041299.wav;Canonical;2019-01-28 21:04:49+00:00;2263;1;0:00:03.836029
